,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium laurate,x0_indium myristate,x0_indium oxalate,x0_indium paltimate,x0_indium stearate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_dioctyl ether,x8_oleic acid,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
73,-0.5787580173296385,-0.6223615420978491,-0.2545434133293962,-0.2860024936341677,-0.3052271662207092,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.37597577639578167,0.9000467154913294,-0.07104921530252158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,532,590
74,-0.24257272272965952,-0.5087615811593226,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.3996139064983202,-0.28669123622112713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,499,552
75,-0.24257272272965952,-0.5087615811593226,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.3996139064983202,-0.282103108116476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,519,562
76,-0.41497543790913594,-0.5844948884516735,-0.42158179911388544,0.11058283748523584,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.4872177688080952,-0.3009920260918928,-0.282103108116476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,511,572
77,-0.24257272272965952,-0.5087615811593226,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.3996139064983202,-0.2775149800118248,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,530,575
78,-0.41497543790913594,-0.5844948884516735,-0.42158179911388544,0.11058283748523584,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.4872177688080952,-0.3009920260918928,-0.278432605632755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,532,581
79,-0.41497543790913594,-0.5844948884516735,-0.42158179911388544,0.11058283748523584,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.4872177688080952,-0.3009920260918928,-0.282103108116476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,529,582
80,-0.24257272272965952,-0.5087615811593226,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.3996139064983202,-0.12610675255833578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,549,592
81,-0.41497543790913594,-0.5844948884516735,-0.42158179911388544,0.11058283748523584,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.4872177688080952,-0.3009920260918928,-0.278432605632755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,552,601
82,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.6998735918941258,-0.2903617387048481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,456,607
83,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.6998735918941258,-0.28898530027345276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,487,635
84,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.2903617387048481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,495,669
85,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.9000467154913294,-0.2903617387048481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,484,691
86,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.28898530027345276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,502,696
87,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.28669123622112713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,530,706
88,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.282103108116476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,483,722
89,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.2903617387048481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,507,724
90,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.2775149800118248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,510,725
91,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.6998735918941258,-0.2903617387048481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,499,729
92,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.1002198390885332,-0.2903617387048481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,500,736
93,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.49970046829692205,-0.28669123622112713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,493,736
94,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.300392962685737,-0.28898530027345276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,522,745
95,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.9000467154913294,-0.28669123622112713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,506,747
96,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.6998735918941258,-0.28669123622112713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,520,751
97,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.9000467154913294,-0.282103108116476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,511,765
98,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.49970046829692205,-0.2775149800118248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,502,765
99,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,1.1002198390885332,-0.28669123622112713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,527,772
100,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.49970046829692205,-0.26375059569787124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,513,785
101,-0.458076116704005,-0.6034282152747613,1.8055966780126378,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.6820010832320191,0.6998735918941258,-0.2775149800118248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,529,788
102,-0.5011767954988742,-0.546628234805498,-0.2823831442934777,-0.2860024936341677,-0.15142726066813508,-0.4221193347768154,-0.18559002392603072,-0.5810114286624547,0.28419412111143366,-0.39271769625383485,-1.9023770148695225,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,408,None
103,-0.24257272272965952,-0.31942831292844526,1.248802058731007,-0.2860024936341677,0.15617255043701328,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,2.438946956241947,1.1759056387521987,-0.3009920260918928,-0.23622182706996414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,None,473,None
104,-0.24257272272965952,-0.31942831292844526,1.248802058731007,-0.2860024936341677,0.15617255043701328,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,2.438946956241947,1.1759056387521987,0.09935422110251461,-0.23622182706996414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,None,524,None
105,-0.24257272272965952,-0.31942831292844526,1.248802058731007,-0.2860024936341677,0.15617255043701328,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,2.438946956241947,1.1759056387521987,0.49970046829692205,-0.23622182706996414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,None,538,None
106,-0.24257272272965952,-0.31942831292844526,1.248802058731007,-0.2860024936341677,0.15617255043701328,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,2.438946956241947,1.1759056387521987,0.9000467154913294,-0.23622182706996414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,None,576,None
107,-0.24257272272965952,-0.31942831292844526,1.248802058731007,-0.2860024936341677,0.15617255043701328,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,2.438946956241947,1.1759056387521987,1.300392962685737,-0.23622182706996414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,None,578,None
